,CustomerID,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore
362,15845.0,17,10,3650.87,A,A,A,AAA
363,17828.0,8,9,1599.97,A,A,A,AAA
364,12540.0,19,19,13309.04,A,A,A,AAA
365,14901.0,11,10,1414.99,A,A,A,AAA
366,12714.0,9,5,4708.86,A,A,A,AAA
367,14083.0,4,9,1018.43,A,A,A,AAA
368,13309.0,7,5,1456.79,A,A,A,AAA
369,16571.0,3,5,1285.22,A,A,A,AAA
370,17857.0,3,25,26763.34,A,A,A,AAA
371,17131.0,5,5,2463.17,A,A,A,AAA
372,12748.0,0,224,29072.1,A,A,A,AAA
373,13769.0,2,16,2771.87,A,A,A,AAA
374,13263.0,1,35,7454.07,A,A,A,AAA
375,12584.0,3,18,1893.95,A,A,A,AAA
376,14194.0,4,32,11216.75,A,A,A,AAA
377,16592.0,4,19,4073.28,A,A,A,AAA
378,14099.0,16,12,3092.97,A,A,A,AAA
379,12720.0,2,29,5713.28,A,A,A,AAA
380,14931.0,4,6,964.68,A,A,A,AAA
381,17288.0,9,7,1419.73,A,A,A,AAA
382,15453.0,1,7,1388.37,A,A,A,AAA
383,17511.0,2,46,88125.38,A,A,A,AAA
384,12839.0,2,16,5583.62,A,A,A,AAA
385,14189.0,2,24,4604.31,A,A,A,AAA
386,14482.0,18,6,2068.15,A,A,A,AAA
387,14032.0,2,18,2929.84,A,A,A,AAA
388,16161.0,1,26,5352.97,A,A,A,AAA
389,18065.0,5,15,2380.08,A,A,A,AAA
390,12664.0,8,10,4863.88,A,A,A,AAA
391,14626.0,8,7,2757.07,A,A,A,AAA
392,14447.0,18,5,1163.23,A,A,A,AAA
393,16440.0,7,5,3640.67,A,A,A,AAA
394,16393.0,2,20,2941.05,A,A,A,AAA
395,15044.0,19,22,7629.38,A,A,A,AAA
396,12388.0,15,6,2780.66,A,A,A,AAA
397,15373.0,8,13,2213.11,A,A,A,AAA
398,17676.0,4,7,1383.27,A,A,A,AAA
399,15290.0,4,21,7803.77,A,A,A,AAA
400,14191.0,1,14,4660.01,A,A,A,AAA
401,18198.0,4,21,5083.06,A,A,A,AAA
402,16358.0,1,5,2024.95,A,A,A,AAA
403,16350.0,21,5,1100.47,A,A,A,AAA
404,17528.0,1,11,3540.1,A,A,A,AAA
405,16712.0,9,11,3645.43,A,A,A,AAA
406,13777.0,0,41,25748.35,A,A,A,AAA
407,13137.0,10,9,3605.08,A,A,A,AAA
408,17386.0,7,6,2686.42,A,A,A,AAA
409,14572.0,3,10,2803.69,A,A,A,AAA
410,15694.0,0,15,6423.6,A,A,A,AAA
411,16790.0,3,8,1520.12,A,A,A,AAA
412,18230.0,9,10,2716.6,A,A,A,AAA
413,17315.0,0,43,6204.46,A,A,A,AAA
414,16401.0,1,20,4061.24,A,A,A,AAA
415,13999.0,10,15,3865.26,A,A,A,AAA
416,18172.0,14,25,7490.17,A,A,A,AAA
417,16255.0,16,10,2609.3,A,A,A,AAA
418,13437.0,14,7,3408.06,A,A,A,AAA
419,14963.0,9,5,1487.8,A,A,A,AAA
420,15132.0,18,5,977.93,A,A,A,AAA
421,14587.0,18,10,1598.24,A,A,A,AAA
422,17364.0,0,12,4455.73,A,A,A,AAA
423,17188.0,11,9,2275.58,A,A,A,AAA
424,14506.0,17,5,2012.17,A,A,A,AAA
425,14511.0,11,6,1267.41,A,A,A,AAA
426,12826.0,2,8,1468.12,A,A,A,AAA
427,13021.0,4,12,2584.4,A,A,A,AAA
428,15034.0,15,11,4277.66,A,A,A,AAA
429,15179.0,18,7,2186.2,A,A,A,AAA
430,14825.0,3,12,2226.91,A,A,A,AAA
431,14215.0,11,7,1777.92,A,A,A,AAA
432,16678.0,2,17,3013.83,A,A,A,AAA
433,13536.0,1,7,3448.29,A,A,A,AAA
434,15858.0,15,5,1438.85,A,A,A,AAA
435,12913.0,4,5,2483.63,A,A,A,AAA
436,16128.0,17,5,1880.22,A,A,A,AAA
437,16609.0,15,9,5450.96,A,A,A,AAA
438,14005.0,9,5,2874.72,A,A,A,AAA
439,16979.0,3,8,1809.05,A,A,A,AAA
440,14442.0,1,5,1544.62,A,A,A,AAA
441,14049.0,16,6,5639.15,A,A,A,AAA
442,13102.0,1,27,6336.29,A,A,A,AAA
443,13115.0,8,14,2205.63,A,A,A,AAA
444,13988.0,19,9,4098.8,A,A,A,AAA
445,17293.0,8,9,1875.11,A,A,A,AAA
446,15078.0,7,38,9623.35,A,A,A,AAA
447,12662.0,0,12,3817.08,A,A,A,AAA
448,17381.0,8,30,20272.43,A,A,A,AAA
449,12749.0,3,8,3868.2,A,A,A,AAA
450,14849.0,21,28,7904.28,A,A,A,AAA
451,17700.0,16,6,2508.89,A,A,A,AAA
452,12921.0,3,50,16389.74,A,A,A,AAA
453,13895.0,21,5,2588.12,A,A,A,AAA
454,15838.0,11,21,33350.76,A,A,A,AAA
455,17519.0,17,7,1839.07,A,A,A,AAA
456,15157.0,3,5,1869.5,A,A,A,AAA
457,14321.0,10,5,1530.75,A,A,A,AAA
458,15984.0,2,11,2816.97,A,A,A,AAA
459,15106.0,17,7,1407.73,A,A,A,AAA
460,18237.0,2,5,987.1,A,A,A,AAA
461,12989.0,3,19,6854.51,A,A,A,AAA
462,12779.0,21,12,3868.7,A,A,A,AAA
463,15621.0,4,6,1158.77,A,A,A,AAA
464,12362.0,3,13,5154.58,A,A,A,AAA
465,17236.0,12,6,916.13,A,A,A,AAA
466,14546.0,4,9,2487.02,A,A,A,AAA
467,12417.0,3,12,3578.8,A,A,A,AAA
468,17769.0,12,12,3960.63,A,A,A,AAA
469,15814.0,3,6,1842.73,A,A,A,AAA
470,15484.0,1,5,3563.11,A,A,A,AAA
471,15482.0,15,16,6568.72,A,A,A,AAA
472,15382.0,14,8,5927.86,A,A,A,AAA
473,12627.0,10,7,4478.53,A,A,A,AAA
474,14719.0,1,6,1592.18,A,A,A,AAA
475,14178.0,8,7,1620.93,A,A,A,AAA
476,16240.0,8,5,3693.81,A,A,A,AAA
477,13798.0,1,63,36351.42,A,A,A,AAA
478,15502.0,15,23,5541.46,A,A,A,AAA
479,16929.0,3,7,1295.39,A,A,A,AAA
480,12919.0,8,8,1301.44,A,A,A,AAA
481,13426.0,0,12,3550.7,A,A,A,AAA
482,17861.0,3,9,2059.2,A,A,A,AAA
483,13985.0,4,16,7024.53,A,A,A,AAA
484,13854.0,8,29,8025.02,A,A,A,AAA
485,12670.0,10,6,2986.15,A,A,A,AAA
486,18223.0,1,27,6315.23,A,A,A,AAA
487,16107.0,17,7,3204.16,A,A,A,AAA
488,15136.0,2,5,1282.45,A,A,A,AAA
489,14911.0,1,248,132572.62,A,A,A,AAA
490,16558.0,0,24,8257.04,A,A,A,AAA
491,18118.0,10,31,5595.77,A,A,A,AAA
492,12935.0,2,8,2156.45,A,A,A,AAA
493,12598.0,9,9,3002.68,A,A,A,AAA
494,16700.0,8,17,5040.0,A,A,A,AAA
495,18229.0,11,20,7276.9,A,A,A,AAA
496,17419.0,11,14,4200.97,A,A,A,AAA
497,17754.0,0,6,1739.92,A,A,A,AAA
498,16839.0,8,39,15357.78,A,A,A,AAA
499,16191.0,2,25,4913.32,A,A,A,AAA
500,17602.0,2,8,5050.77,A,A,A,AAA
501,14895.0,7,24,11020.26,A,A,A,AAA
502,17975.0,15,14,4393.61,A,A,A,AAA
503,17809.0,16,15,4627.62,A,A,A,AAA
504,18122.0,8,6,1826.21,A,A,A,AAA
505,16458.0,2,18,3482.74,A,A,A,AAA
506,15854.0,4,12,2974.65,A,A,A,AAA
507,14135.0,1,15,4690.31,A,A,A,AAA
508,16076.0,3,11,2173.53,A,A,A,AAA
509,13232.0,12,7,1357.6,A,A,A,AAA
510,17744.0,3,7,2291.08,A,A,A,AAA
511,14422.0,0,6,4263.64,A,A,A,AAA
512,13658.0,9,7,2421.47,A,A,A,AAA
513,12704.0,7,10,2220.84,A,A,A,AAA
514,14505.0,17,11,5818.7,A,A,A,AAA
515,13014.0,2,16,3365.43,A,A,A,AAA
516,15811.0,17,9,2171.32,A,A,A,AAA
517,13126.0,4,10,2056.29,A,A,A,AAA
518,15796.0,1,10,2666.61,A,A,A,AAA
519,14251.0,1,5,2879.7,A,A,A,AAA
520,16938.0,8,5,1903.13,A,A,A,AAA
521,17097.0,2,9,937.92,A,A,A,AAA
522,13117.0,21,8,984.91,A,A,A,AAA
523,12619.0,16,13,3214.81,A,A,A,AAA
524,16057.0,4,10,2140.22,A,A,A,AAA
525,13756.0,2,15,5145.12,A,A,A,AAA
526,17389.0,0,43,31300.08,A,A,A,AAA
527,16794.0,1,12,1201.51,A,A,A,AAA
528,17449.0,2,8,2504.86,A,A,A,AAA
529,15903.0,9,8,5126.34,A,A,A,AAA
530,16359.0,7,12,1460.37,A,A,A,AAA
531,16133.0,3,46,14305.66,A,A,A,AAA
532,17049.0,2,11,5594.78,A,A,A,AAA
533,17451.0,1,10,1648.95,A,A,A,AAA
534,13994.0,3,6,2313.14,A,A,A,AAA
535,17086.0,7,6,2050.08,A,A,A,AAA
536,13534.0,2,43,5613.08,A,A,A,AAA
537,15769.0,7,29,51823.72,A,A,A,AAA
538,13941.0,21,7,4912.41,A,A,A,AAA
539,15358.0,4,29,8234.8,A,A,A,AAA
540,13590.0,11,7,1976.12,A,A,A,AAA
541,13305.0,4,10,2000.86,A,A,A,AAA
542,13104.0,3,6,1098.48,A,A,A,AAA
543,12597.0,19,5,3683.13,A,A,A,AAA
544,16655.0,17,6,3794.52,A,A,A,AAA
545,13685.0,2,7,3119.44,A,A,A,AAA
546,13310.0,8,6,1083.63,A,A,A,AAA
547,13448.0,16,10,3465.67,A,A,A,AAA
548,17705.0,3,10,1781.12,A,A,A,AAA
549,14595.0,19,6,1740.6,A,A,A,AAA
550,15473.0,14,10,1465.2,A,A,A,AAA
551,15426.0,19,7,1429.9,A,A,A,AAA
552,15867.0,5,16,3797.79,A,A,A,AAA
553,15194.0,3,22,7521.17,A,A,A,AAA
554,15544.0,8,11,3542.51,A,A,A,AAA
555,16748.0,17,5,1515.9,A,A,A,AAA
556,17412.0,2,7,1258.06,A,A,A,AAA
557,14092.0,7,17,4063.1,A,A,A,AAA
558,16817.0,2,13,1446.95,A,A,A,AAA
559,14088.0,10,14,50415.49,A,A,A,AAA
560,16923.0,12,26,6666.83,A,A,A,AAA
561,16019.0,1,10,3450.24,A,A,A,AAA
562,12682.0,3,31,12288.22,A,A,A,AAA
563,14426.0,18,16,3918.9,A,A,A,AAA
564,12433.0,0,7,13375.87,A,A,A,AAA
565,14961.0,10,12,7006.58,A,A,A,AAA
566,14085.0,2,19,4435.79,A,A,A,AAA
567,15159.0,1,34,18573.68,A,A,A,AAA
568,18139.0,17,8,8393.22,A,A,A,AAA
569,16684.0,4,31,65892.08,A,A,A,AAA
570,14258.0,9,10,12650.08,A,A,A,AAA
571,13139.0,16,8,5055.79,A,A,A,AAA
572,17340.0,9,16,11891.18,A,A,A,AAA
573,14334.0,16,9,2539.46,A,A,A,AAA
574,15611.0,9,15,1568.39,A,A,A,AAA
575,18144.0,7,12,2888.75,A,A,A,AAA
576,13266.0,11,19,3717.67,A,A,A,AAA
577,12931.0,21,20,33462.81,A,A,A,AAA
578,18109.0,1,31,7925.32,A,A,A,AAA
579,17238.0,2,17,3744.65,A,A,A,AAA
580,14688.0,7,27,5107.38,A,A,A,AAA
581,14701.0,10,12,2486.22,A,A,A,AAA
582,12782.0,4,6,2273.32,A,A,A,AAA
583,17655.0,10,8,2571.74,A,A,A,AAA
584,16966.0,8,10,2148.47,A,A,A,AAA
585,17644.0,1,17,2768.98,A,A,A,AAA
586,12621.0,1,23,13612.07,A,A,A,AAA
587,14875.0,9,5,1448.72,A,A,A,AAA
588,13004.0,11,22,5613.43,A,A,A,AAA
589,12395.0,15,15,2998.28,A,A,A,AAA
590,13012.0,9,11,1311.62,A,A,A,AAA
591,16570.0,8,15,3622.95,A,A,A,AAA
592,16942.0,12,10,1894.11,A,A,A,AAA
593,13883.0,1,9,2538.75,A,A,A,AAA
594,15555.0,12,20,4758.2,A,A,A,AAA
595,12476.0,1,20,6546.58,A,A,A,AAA
596,16713.0,18,21,6840.23,A,A,A,AAA
597,17522.0,1,5,1070.71,A,A,A,AAA
598,14713.0,9,12,2664.26,A,A,A,AAA
599,15093.0,18,9,4410.14,A,A,A,AAA
600,17730.0,3,15,5288.83,A,A,A,AAA
601,14606.0,1,128,11713.85,A,A,A,AAA
602,17450.0,8,55,187482.17,A,A,A,AAA
603,16905.0,5,8,3085.48,A,A,A,AAA
604,13644.0,8,5,2597.52,A,A,A,AAA
605,15738.0,18,19,4788.77,A,A,A,AAA
606,15089.0,10,6,2420.84,A,A,A,AAA
607,12553.0,8,14,3652.25,A,A,A,AAA
608,12783.0,2,8,1603.87,A,A,A,AAA
609,13971.0,8,11,2702.22,A,A,A,AAA
610,14262.0,8,8,2618.23,A,A,A,AAA
611,15380.0,8,6,1682.36,A,A,A,AAA
612,14936.0,9,9,8117.42,A,A,A,AAA
613,15602.0,8,15,1083.63,A,A,A,AAA
614,12347.0,2,7,4310.0,A,A,A,AAA
615,13456.0,17,7,1737.82,A,A,A,AAA
616,17228.0,15,8,1906.09,A,A,A,AAA
617,13610.0,12,9,1115.43,A,A,A,AAA
618,14440.0,8,5,2357.68,A,A,A,AAA
619,16813.0,8,10,1692.98,A,A,A,AAA
620,14543.0,3,21,2916.17,A,A,A,AAA
621,17183.0,7,8,3286.91,A,A,A,AAA
622,17434.0,2,9,2333.42,A,A,A,AAA
623,17227.0,18,6,939.32,A,A,A,AAA
624,16983.0,12,8,1920.2,A,A,A,AAA
625,16173.0,15,7,1406.57,A,A,A,AAA
626,17306.0,10,21,8600.73,A,A,A,AAA
627,15351.0,12,10,1862.14,A,A,A,AAA
628,17750.0,5,9,1797.57,A,A,A,AAA
629,15932.0,4,11,2461.85,A,A,A,AAA
630,15681.0,18,6,946.36,A,A,A,AAA
631,17757.0,1,31,5585.49,A,A,A,AAA
632,16094.0,11,6,1041.83,A,A,A,AAA
633,13225.0,3,8,6083.04,A,A,A,AAA
634,15971.0,17,12,4199.85,A,A,A,AAA
635,17593.0,3,6,3911.56,A,A,A,AAA
636,15189.0,1,53,15802.14,A,A,A,AAA
637,16283.0,5,7,1531.51,A,A,A,AAA
638,16168.0,10,28,3770.6,A,A,A,AAA
639,13269.0,1,17,5315.92,A,A,A,AAA
640,14243.0,8,14,2535.88,A,A,A,AAA
641,18041.0,11,22,4161.14,A,A,A,AAA
642,16954.0,0,9,2085.08,A,A,A,AAA
643,17576.0,8,22,3457.78,A,A,A,AAA
644,15572.0,4,7,2552.86,A,A,A,AAA
645,17954.0,5,16,2295.37,A,A,A,AAA
646,15039.0,9,52,19786.44,A,A,A,AAA
647,17428.0,0,33,17078.45,A,A,A,AAA
648,16717.0,9,9,3278.36,A,A,A,AAA
649,13246.0,18,7,1922.1,A,A,A,AAA
650,18272.0,2,7,3064.78,A,A,A,AAA
651,12557.0,16,5,11990.96,A,A,A,AAA
652,17405.0,1,5,967.22,A,A,A,AAA
653,16705.0,0,29,13946.13,A,A,A,AAA
654,14698.0,1,5,1250.76,A,A,A,AAA
655,12963.0,8,9,1841.03,A,A,A,AAA
656,17739.0,11,8,2786.05,A,A,A,AAA
657,13668.0,2,29,6216.07,A,A,A,AAA
658,15271.0,7,16,2485.82,A,A,A,AAA
659,14646.0,1,77,279489.02,A,A,A,AAA
660,12483.0,17,13,2327.13,A,A,A,AAA
661,17673.0,1,7,1622.22,A,A,A,AAA
662,14547.0,3,9,3986.74,A,A,A,AAA
663,14051.0,0,26,15477.34,A,A,A,AAA
664,14309.0,8,10,2319.68,A,A,A,AAA
665,12523.0,1,13,1745.57,A,A,A,AAA
666,16293.0,8,12,2236.74,A,A,A,AAA
667,12474.0,17,30,7116.47,A,A,A,AAA
668,17738.0,19,5,1863.35,A,A,A,AAA
669,13862.0,18,10,2187.31,A,A,A,AAA
670,17671.0,15,6,1284.08,A,A,A,AAA
671,16407.0,12,10,2126.93,A,A,A,AAA
672,16011.0,8,16,3362.71,A,A,A,AAA
673,16670.0,16,17,4022.46,A,A,A,AAA
674,17481.0,3,5,1249.34,A,A,A,AAA
675,14056.0,1,29,8124.4,A,A,A,AAA
676,12524.0,9,8,4485.72,A,A,A,AAA
677,16533.0,19,5,1026.94,A,A,A,AAA
678,14733.0,9,15,9451.54,A,A,A,AAA
679,13924.0,1,11,1682.08,A,A,A,AAA
680,14534.0,2,25,4075.35,A,A,A,AAA
681,15046.0,9,16,5064.01,A,A,A,AAA
682,18245.0,7,8,2507.56,A,A,A,AAA
683,13488.0,17,17,8910.61,A,A,A,AAA
684,15298.0,2,14,3774.1,A,A,A,AAA
685,13709.0,3,17,6249.11,A,A,A,AAA
686,17139.0,15,15,10585.57,A,A,A,AAA
687,17402.0,4,13,2633.85,A,A,A,AAA
688,17404.0,4,18,30300.82,A,A,A,AAA
689,14290.0,11,6,2307.45,A,A,A,AAA
690,16474.0,7,11,1811.47,A,A,A,AAA
691,13381.0,21,7,3626.81,A,A,A,AAA
692,14389.0,8,5,999.72,A,A,A,AAA
693,15218.0,10,11,5756.89,A,A,A,AAA
694,13159.0,8,5,1379.75,A,A,A,AAA
695,17554.0,1,5,1952.45,A,A,A,AAA
696,15856.0,4,31,16173.67,A,A,A,AAA
697,12444.0,21,5,5005.46,A,A,A,AAA
698,13509.0,8,7,979.72,A,A,A,AAA
699,13758.0,11,7,3190.55,A,A,A,AAA
700,13495.0,7,6,1990.12,A,A,A,AAA
701,14741.0,11,6,1400.34,A,A,A,AAA
702,15737.0,14,12,1121.21,A,A,A,AAA
703,14456.0,5,14,3047.63,A,A,A,AAA
704,14477.0,19,5,1307.81,A,A,A,AAA
705,14367.0,8,19,9167.82,A,A,A,AAA
706,13743.0,2,8,1340.15,A,A,A,AAA
707,17530.0,1,10,2385.0,A,A,A,AAA
708,14395.0,2,12,3471.91,A,A,A,AAA
709,17302.0,14,6,1119.93,A,A,A,AAA
710,12528.0,9,8,1922.28,A,A,A,AAA
711,15527.0,18,10,2348.82,A,A,A,AAA
712,16013.0,3,54,33366.25,A,A,A,AAA
713,12681.0,14,27,13677.59,A,A,A,AAA
714,12901.0,8,36,16293.1,A,A,A,AAA
715,12828.0,2,6,1018.71,A,A,A,AAA
716,12841.0,4,26,3876.4,A,A,A,AAA
717,17841.0,1,169,40340.78,A,A,A,AAA
718,15005.0,15,35,6180.49,A,A,A,AAA
719,13018.0,16,29,7272.75,A,A,A,AAA
720,13680.0,1,5,2202.31,A,A,A,AAA
721,15251.0,9,15,10327.11,A,A,A,AAA
722,16016.0,3,10,1483.31,A,A,A,AAA
723,14188.0,8,10,2018.91,A,A,A,AAA
